Content,Label
"Didn't realize it until after the 30-day period so neither the store or LG would help.Again, for the money, you can find better TVs, such as the Samsung models that actually give you a choice of inputs.",0
This allows us to place the TV where it was needed without having to worry about running cable.,2
I was having issues with my past camera becuase it wasn't quick enough.,0
The best tv I ever had.,2
These issues are only a problem when you are trying to use other modes.,1
The -7 has higher stills resolution.,0
"Obviously not a huge deal if you are watching in a dark room, but just something to be aware of if it's near a window or if you prefer to watch TV with the lights on.2.",1
!,
"She originally wanted an Ipad Mini but after receiving this tablet, she has not made a peep about any other tablets.",2
It does take a bit to get used to.The clarity of this screen is what surprises me the most.,2
The first time I used this camera it kept taking a zillion photos even though nothing was moving all night in my office.,1
"All great cameras, but the D7000 has become my daily use camera.",2
This aspect is oftem overlooked by many manfactures.,1
"I ordered this TV from Amazon in March and waited for 3 Days to have it delivered, which was no problem.",2
I selected the Micro Cruz and have not been disappointed.,2
"everything looked great....until i watched a commercial with a white background noticed there were dark ""waves"" running through the screen, yikes!",0
Nowhere in he ad did it say Verizon.,1
A day early thanks to signing up for prime.,2
"nice size screen for small room, good price",2
"Wrong.The engineer came, replaced the touch pad, no work.",0
"Obviously, this is either a defect in the TV or a poorly configured feature that is reacting to itself.",0
Pictures are good but the auto focus has trouble at times.,1
"So before we went away I checked, cleaned and lubed all of the seals but once again the water got in and the camera is done.",0
Of course there's many ways to do this but I wanted something easy to interface with for me and my wife.,1
"So, believe you me, I was hesitant when I decided to buy the Samsung WB250f to replace the P330 but, for all the reasons above and half the price, I couldn't be happier, so far.",2
did an update on the ziio7 8gb and after a couple of hrs while reading the manual for the tablet it froze up solid.,0
I ordered this for my daughter for Christmas.,1
"This previously very-satisfied Finepix digital camera customer, is now looking at Canon and Nikon digital cameras.",1
The start up time is somewhere around 20 seconds or less in some cases.Score- 9.8/10Features/toucscreen/Sound-This tablet features Google Play and it's very easy to setup.,2
I am not in love with the stand.,0
You can also assign a picture to a caller.,1
"!EVEN WATCH MISSED SHOES,MOVIES ETC LG (ZENITH)IS THE BEST IN TECHNOLOGY.YOU CAN BUT A WIRELESS LOGITECH KEYBOARD AND USE IT AS WELL.COME WITH 4 PAIRS OF 3-D GLASSES EVEN WITH 3-D ON DEMAND FOR ZERO!!",2
I will start by saying that I an amateur photographer.,1
And ALL reviews for this TV that say internal cracks are intact not for this TV but a similar one from the year before!,1
"One caveat - If you are getting something under 37"" - seriously think about whether 1080p is important, you'll need to be really close to get the full experience and is it worth the money to you?",1
I had purchased this for vacation and it didn't work right out of the box.,0
"1080p and 1080i output settings, respectively.",1
I have been an ipad user for years but when I got this tablet for my daughter I fell in love with it!,2
Even while moving the mic does a great job at reducing wind noise.,2
I couldn't get anyone interested in repairing a $300 TV so I eventually had to buy another one.,1
")Operationally, AUTO mode produces inconsistent image quality compared to self-selecting the appropriate scene mode or leaving the camera in Easy mode (the default).",1
"And it also automatically uses a flash, and turns it off when the flash is not necessary because its too bright.",1
"You don't have to use mydlink, but you can't use the mydlink app without it and remote access is more difficult without ti.Pros:-good video and audio quality.-once it's setup, it just works.-the app works well on my iphone 5 and ipad 3.",1
"so I came across this one; although never bought anything ASUS but i know their laptops are good, so i went for it, not expecting much!",1
the quad core processing unit makes gaming easy and reading smooth.,2
"I payed the few extra bucks to get this model over thw base model, and what a mistake.",0
The battery life is very long (I have only charged it 2 times in the last 3 months that I have had it).,2
It worked well at first.,0
"Although I hesitate to carry it everywhere since I have my iPhone to take snapshots, when my intention is to take a lot of pictures, this is what I use.",1
"perfect, Excellent reception and compliance and the team he wanted now I disfruarlo mucho y espero hacer negocios otra vez",2
"All these tree cameras take nice pictures but with DSC-H5 you can see immidietly on screen, while for others you have to transfer pics to PC.2) DMC-FZ7's body and design is not eye catching and it's plastic body feels very cheap.",0
"I love the pictures & although I'm still learning all the tricks, its easy to use and understand.",2
For whatever reason the PC search program would not find the unit on my network in spite of ensuring it was on the same router - never did and STILL doesn't after getting it setup properly.,0
"For video, it is best to get a high data rate card.",1
"So, the ONLY time I would use 1600 would be in LOW light situations where a printed photo won't be larger then maybe 5 x 7 or 8 x 10.Now the best part about having this camera, is there is a song about it.",1
"I must say that I feel that Nikon has created a giant killer (the competition, especially for Canon).",1
"In fact, because of the D70s' meter, I'd choose it over the D80.",2
"And using Activsync, all I have to do is plug my phone into a USB port and the calendar is updated within minutes.Technologically speaking, this is probably a couple years behind the curve.",1
But their are a ton of settings--everything I need to start off in the world of dslr.,1
Fast forward movie during play is much much faster than Samsung.,2
We're still continuously setting ours to get it just right.To be clear the picture settings we continuously run into are usually the skin tones and colors.,1
"When you are outside the country in a place where electricity is not as stable as in the States, having the ability to buy AA cells at any corner store is a plus.",2
"Netflix/Spotify/HBO Go all work great... the inclusion of HBO Go is huge.The remote is kind of gimmicky... not sure why I need a touch pad when a four way directional pad would suffice.Now to the bad part - after approximately one month of ownership, a vertical green line has appeared on my set.",1
Issue finally resolved.,1
"Over a dozen calls and two months later, I am STILL calling back daily trying to get the replacement shipped to me.",0
"I was surprised to see it only took one man to carry a 42"" TV.",1
"A couple years ago I got a couple of Lorex cameras from Radio Shack, and they're a bit smaller than these Zmodo cameras; I was expecting the Zmodo cameras to be as small as the Lorex ones.",0
They will never see another cent from me on any product they carry.,0
"It was not the Boost service bc I have used Boost b4 (with a diff phone and it was great)I also didn't like the touch screen on the front bc when I would talk, my face would press keys and calls would get dropped or the ppl I spoke to wpuld hear touch tones.",0
Whatever.,0
"As has been mentioned in many other reviews, the remote control doesn't work properly.",0
I have had no complaints about quality or function.,2
"i got it about three, four years ago and it still works great!",2
Some people have complained that the D90 is too small for their hands.,0
unclear directions for making picture fill the screen.,0
The same problem when you put images to your video.,0
"I agree, the focus on this is very bad.",0
I feel like I wasted my money.,0
Remember that not all SD cards are created equally.,1
"The picture controls on this TV are pretty sparse too, so you won't really be able to dial in this TV.Performance:  Let me say up front that I am ecstatic with the picture of this TV for the price I paid.",2
It is perhaps one of the best product I ever used.,2
"Even though the ne one has a ""better"" screen,  I dont see how this one needs to be better.",1
"I was a professional photographer/camera-man for about 8 years and worked around the world with $80,000 cinema cameras and lately I find me leaving my DSLR cameras at home and I'm using my iPhone and smaller point and shoot cameras more and more.",1
This TV is amazingly clear.,2
"I never had service, the battery died every 20 minutes",0
"Stupid Apps: Most them have troubles while you play something, they always work 'sometimes'.2.",0
I feel like I'm maybe only getting like 85%-95% of what is possible out of this TV due to lack of literature.,0
But you do have to use 2 remotes.,0
"We are going between the Motorola MPB 36 and levana Jenna, which means we are throwing cost out of the window.",1
I really have enjoyed this camera because of all the settings that it has.,2
F2 starts wider at 24mm instead of 28mm equiv.4.,1
"So I ordered this Swann system and a few days later I get the ""package"".",1
"It required physically unplugging to get it to reboot.Another odd thing about this TV is that the universal remote actually involves snaking some included long wire and IR transmitter from the TV to sit 4"" in front of the main AV source (e.g., the cable set top box) and shine at its IR remote input.",0
"Overall, it is really a useful device and price is also quite reasonable.",2
i returned this phone the first week.,0
I decided to go back to Panasonic and got the ZR1.,1
That was the deciding factor between the D610 and D800.,1
"There isn't any bleeding, blooming, etc from the backlight.I have just 2 issues with it really:1.",1
"As I stated earlier in the review, it's very accurate.",2
:) 5 STARS for sure!,2
Come on this is a new phone!,0
"I am sure there are going to be enough reviews this week to bump me down before anyone can read my review, so I'm just going to give my 5 stars and tell you, ""It's a ton of fun.""",2
"The big factors I was looking for: compact in size, optical or electronic viewfinder, 5x or more optical zoom, adjustable LCD display (LCD screen that folds out and can be adjusted to be viewed from different angles or closed towards the camera to protect it).",1
"The sound is awful, and that is exacerbated by the fact that in order to accomplish the ""slim"" design, the speakers face to the rear.",0
"I wish I had thought of this sooner!My only gripe is that the cables come rolled up, and tend to kink up instead of lying flat as my other cables do.",0
"This turned out to be a used phone,which looked new.",1
I bought my Asus 6 months ago.,1
***update 01/07/13*** Shortly after setting the tv up my wife began to complain the tv had an odor to it.,0
The picture quality is great.,2
Previous body was a XSi Rebel and have been looking to upgrade for the past year.,1
It even suits the professional because you can buy and add other lenses for the camera to make the pictures you take more beautiful.,2
"You need lots of light, so if you want to take pic's in a nightclub or in a bedroom when you get home (wink wink), get one that has a flash!!!",1
;,
Exactly what I ordered is what I got.,1
I don't mind commercials it's the freezing and sudden lose  of sound that bothers me.,0
... from the manufacturing location and it just FAILED!!!,0
Got this as replace meant for my Pentax K-10d.,1
"I am very happy with this tv!One more thing, noticed the item specification says no PIP, this is only partially true.",2
"so i wanted to write back and help toothe camera is great for its two functions of taking pictures and recording videos, its dual functions are awesome and less to carry.",2
"This is a great product that's for sure, however if you get one that needs a software upgrade, don't update it, especially if you use Netflix, it worked great for me until I finally updated the software.",1
Its irritating but no reflection on the device.,0
The up escalation team even playing the hard ball and asked me the follow their procedure to have onsite person to fix the touchpad.,1
It is all that I expected.,2
"So far, I have not had to use Lightroom 5.0 to correct many pictures.I have not had a chance to test the video, but then again, call me old-timer, but I use the DSLR for still pictures.",2
the kindle fire hdx is also extremely durable on its sides to protect from drops,2
For the most part it is an excellent camera and takes great photos.,2
Delkin states you can't put a battery grip on with their skin.,1
"Battery life is not good, but probably the same as other cameras in this category.",0
Wow I love this thing more and more every single day.,2
"If you have an old dvd , cd or vcr that no longer works , remove  the plastic front that covers the IR receiver .",1
The audio is soo low that I can barely hear anything on my Kindle Fire HD.,0
"I rarely game on this phone, and don't expect to game on it.",0
I noticed this screen has a tendency to pick up glare moreso than others so this should be taken into account when considering where a screen is to be placed.Build quality feels pretty amazing especially when compared to a much older and bulkier flat screen.,2
"It is just awful, but from talking and asking around all android like phones have this problem, so this may not be a problem at all just surprised how fast your battery goes down if your using it or not.",0
!,
"It has no frills its just a plain TV, I feel 3D, internet, smart TV blah blah feels gimmicky!",0
Another thing I really like is the swivel ability of the LCD screen.,2
The recommendation I received from Nikon is to open the battery & memory compartment to clear the condensation but you certainly do not want to do that under water or when the camera is wet.,1
This severely limits my capabilities to edit and manipulate these files (e.g.,0
"In some ways it is better, in some ways not so much.",1
The installation was easy and and so far so good.,2
"It doesn't generate any large amount of heat from the processor so you can place the laptop in sleep mode and leave it overnight without the worry of overheating.If you want to look cool in Starbucks then you should buy one of these, and if you want to do your work with little difficulty, then you should buy it.",2
Great deal!,2
"I was certain I'd be going for a Galaxy S4, but after reading numerous reviews and testing phones head-to-head in store, I went with the HTC One.",1
I have had many alarms of various makes over many years and none have so I am perfectly satisfied.People who complain about false alarms are using the wrong type in the wrong place.,2
I know there are other ways to get around this issue but for me I'm good with just logging into the current ip address assigned to my account and adding the port onto the end that I port forwarded.,1
"Then I learned that there actually is a difference among drives, and this Western Digital AV-GP WD10EURX one is designed for DVRs.",1
"So if you want ONLY the videos for channel 1, you can get that!",1
Save yourself a LOT of headache.,0
-7,
"My best guess is that the ""detect dark scenes and dim"" box is an ""exception"" rule that ships in ""off"" mode but somehow it shipped with the auto-dim turned on by accident.I'm re-rating it from one star to four, I would have given it a five if not for all the effort I had to put into it to get it to display how I wanted it look in the first place.Now that I know how to fix this issue, I'm getting the 32 inch Bravia for our bedroom!",1
Another high quality product from Amazon.com !,2
"As for the device, I Love It!",2
"And the other problem, an obvious money-grubbing device (Bad Olympus!",0
I just bought the Panny 55ST30 from Amazon.,1
"How very disappointed when, 4 days into his trip the camera 'went dead.'",0
iPad isn't.,1
Would recommend to anyone.,2
"From the unboxing, the installation was simple enough and light enough to carry myself to mount it.",2
pictures.,1
As they are LCD based systems they are inferior to the plasmas of Panasonic and Samsung because of the much lower refresh rates.,0
"Beautiful, fast, fantastic gorilla-glass screen.",2
"If I could give this less than one star, I would.",0
":-)  So, yes I recommend buying this product.",2
")I'm actually thinking of having a battery transplant done to this tablet.Also, I had a question e-mailed to me about the date and time display on this tablet.",1
"The video daytime is great, not perfect, not $1000 camera resolution, but good enough for sure.",2
It's extremely bright to the point of calling it slight oversaturation.,0
"They are not really known for their LCD/LED TV's; you think of Panasonic you think Plasma.I needed a 50"" TV for a little as money as possible that wasn't ugly.",1
"This is the worst camera out there as far as the battery life goes, I am on my second one because I returned the first one because the battery died after approximately 2 hours so returned it to get another one thinking that the first one was defective to find out the 2nd one was the same way with the battery life.",0
Even our Mac IT guru could not get it to work.,0
"While I wouldn't really call T-Mobile's call quality or coverage ""great"", I would definitely say that it has been ""good enough"" for me while living around Boston and San Francisco, and the price has certainly been reasonable.",1
I have never seen a company so dedicated to providing good customer service!,2
"My chief complaint with the Solstice was the calendar, it's bad enough that it doesn't sync directly with Outlook (it has its own proprietary calendar/contacts software that does that) but the real problem is that the file record limitations for the Solstice mean that you'll retain little more than the name of the appointment, the phone number or address and little else.The Blackjack has none of those limitations, which means that I can put an entire travel itinerary in an appointment file and easily retrieve flight numbers and references without the fear of the text ending early.I like the keyboard, it's great for texting.",2
"If you have trouble seeing small keys, this phone is what you need.",2
"Though I don't consider myself a ""Sharp person"" (no pun intended), Sharp has been a great experience for us.4) My biggest concern about purchasing a 70"" HDTV is MPG compression, and the distance we sit from the TV.",1
"Speaking about just the camera here, it is ridiculously easy to use, very intuitive, a well thought out design, well balanced, with enough heft, yet light enough for all that it offers.",2
Perfect fit for everyday use access to amazon prime a plus.,2
"I've used the 3D a few times, love it.",2
I would recommend this TV.,2
I had my iphone 4 for 2 years and treated it really well.,1
"For example, if you press 13, you will go to the digital channel 13-1, not the analog channel 13.",1
Definitely worth it.,2
"I had 4-5 remotes, tv, cable, soundbar, Dlink, DVD.",1
Usually I end up doing a little color correction on my digital photos but I will hardly have to touch the over 100 shots I took.,2
"The phone was sent with a dull battery, and was a complete mess otherwise.",0
!,
Only problem was the tripod broke on set up and the flash is of low quality.,0
Only use game mode when playing online multiplayer.,1
This lets me enjoy the built in smart TV features of the Samsung TV...,2
They replaced the panel with a new one... no more green line.,1
"It's a little harder to hold while zooming than any other camera I had, but the touch screen is fabulous for searching through pictures and finding the settings you want for your picture.",2
"She said ""I think so"" and I proceeded to attempt to configure the tv's wi fi connection to the internet.I go into the TV network settings and locate my Verizon FIOS wi fi router, enter the security key and the TV connects to the router but can't get an IP address.",1
Heavy enough to really seem well built without seeming clunky.Cons:1.,1
"It's *not* *that* *hard*.I'll give props to the local service company, Gibson TV, in Roseville Michigan.",1
Though it is not near as bad as buying at a store (Retail 1899 * our 10% tax  = $470 in savings!),1
I have talked to him about it a bit and he seems quite happy with it over all.,2
"DSC-H5 has 3"" bright higher resolution LCD.",1
I looked at the Sony 40XBR7 and as far as I am concerned there is no difference except a lower price on the 40XBR6.,2
"And for $69, this phone is such a satisfaction.",2
I love it!,2
I see they have made the processor dual core in the newer models.I've had this TV for over a year now and I love it.,2
The further the distance the worst the quality.,0
"Two very minor things: (a) when closed, the bottom sticks out a millimeter more than the lid, so it's a bit difficult to open the lid all the way with one hand; and (b) there is a thin plastic horizontal line that runs along the bottom facing you that sticks out - maybe not sharp enough to do any damage, but it's still annoying.As for Chrome OS, I'm so relieved not to have to deal with bloatware/software or managing processes.",1
The slightest bit off causes it not to work.,0
That and it uses AA cells.,1
"First was the monitor started going off for no reason in the middle of the night saying ""out of range"", then the power cord stopped working, so we called customer service.",0
"Like many, I first looked at all of the many cool-factor lightweight LCD's.",1
I bought it for a gift for my daughter for Christmas.,1
"Browsing is a lot easier in desktop mode, with links appearing just the right size.",2
"I did a lot of research on LCD tvs with the following criteria: Under $1000, 46-52"" and 1080/120.",1
"I had to figure out where the buttons are but really like the style.Easy to use, easy to read, great colors and graphics.",2
And Nokia making it fixed focus...I really don't see the rational as all of their previous 3.2mps have auto focus.,0
Fantastic phone!,2
Connects to the internet through my router faster than my computer or Kindle does.,2
I bought this for my mother.,1
It is an excellent TV/Monitor I use it as a computer monitor and it is great at an awesome price.,2
"The size, weight and feel of the camera is top notch.",2
This product was perfect.,2
"Just recently we opened our bedroom windows and one strong breeze was all it took to tip our TV completely off the stand resulting in a cracked screen, visio wont repair or exchange the TV now even with our extra warranty and to add insult to injury their operator was really quite rude.",0
The particular model I received was Revision 1 so no external drive capability.,1
Please use the settings below for best picture settings.,1
My dad too it on a cruise to the Bahamas and got some really great pictures.,2
"Works great, picture is amazing.",2
3,
I have had it for a few weeks now and I can say I'm really happy with my purchase.,2
"I figured not removing the card would help to protect it from wear and tear.Good luck with your camera.Tim, Ohio",1
I will have to purchase an additional speaker system for this TV.,1
Also the ability to take a piture in a dark place appears bright when displayed amazes me.,2
Once the screen acted up it was time to search for a new one.,0
It works great not sure if I can add any app to it but it works good for a phone so I can call and text my government phone wouldn't allow me to get or receive any text so I'm happy with this phone.,2
I took my T3i on the beach last week to get some shots.,1
"With finger swipes you can view new photos, even draw on photos using your finger or the included stylus.",2
"Of course, the problem isn't fixed.Now I have to go back through their online system, 3 days go by, nobody calls me, so I call them.",0
Finally this camera repreents a major move for Fuji.,2
But already knew when I purchased the tv I wasn't going to use the remote being I have a all in one remote that I love...hope the reviewed help,1
"The touchscreen works perfect and many people say it shuts off by itself, i have not had 1 problem with this phonw",2
This matter may be trivial to many viewers.,1
"I threw a lot of material at it, and I can only remember seeing one scene where it was kind of choppy.",1
I got this security camera to see what was going on and maybe get an idea of who was doing these things.,1
The photos are a great quality.,2
"The 20D has been discontinued as far as I know but you can still find them new on ebay etc., given a choice go for the 30D, they've revamped the shutter mechanism, revamped at least one of the focusing modes, the lcd is bigger and brighter, and to me anyhow, it just feels a lot spunkier when I shoot with it (and the 20D was already incredibly spunky).",0
Right now you will need to purchase the Canon Lens Adapter for another 120.,1
This solved that!,1
"I walked to the side about 50 yds, and when focussed again on the distant dot, realised that his head had turned, and he was still watching me.",1
"Between the Vizio representative and my DISH representative,  I spend nearly two hours to get the unit to work.However,  it's working well now,  and is quite a buy for the money.Perhaps I should change the  ""I like it""  to  ""I love it"" !",2
"I've never heard of it, but it actually turned out to be really nice.PRO's & CON'sPROS:+Really nice picture quality (1080p)+Quick responsiveness on the remote control+1 Year guarantee+Thin bezels+Volume gets really highCONS:-Remote is ""basic"" - not like one you would get w/ Samsung but it gets the job done-Interface (Menu) - not as pretty as a Samsung's-Service-only USB port; but it DOES work w/ Google ChromecastSummary:I was looking to just get a big screen TV with 1080p picture, and that's what it is.",2
It does want you to create a mydlink account during the setup.,1
Fully Impressed With the ruggedness of this phone!,2
Wanted an easy to use camera with a lot of zoom and small enough to fit in my motorcycle side bag.,2
I found the EM5 difficult to hold comfortably as there's no grip.Panasonic G6:  The G6 produces files of the same resolution as the NEX-6 but its sensor produces more noise and RAW images do not provide as much highlight/shadow recovery as the NEX-6.,0
"There were two instruction manuals enclosed in the box (the only enclosures in the box) for both the Coby TV, and one for a Sharp LCD TV.To date, our inquiries regarding this TV have netted us nothing but an automated email saying someone was out of their office until October 1.i would not recommend this TV to anyone since I believe most people who purchase a TV plan to watch it.",0
!,
You get great specs for a great price that is significantly below what other manufacturers charge.I give the TV a big thumbs up--4 stars--with the remote control being the only flaw that prevents a 5 star rating.,2
When I mean hot I don't mean extremely hot but you can tell the difference.,1
"there is some distance between our bed and the media table, about 5 meters, so we were not sure if this size would be appropriate, but it's perfect.",2
Camera body size is similar although the EM5 feels much more like an old film camera (with it's SLR-like body design).,1
"Megapixles aren't everything and where the L620 lacks, this camera heavily succeeds and should not be over looked!The screen: the screen isn't super good or anything, it shows the pictures you took in somewhat good detail.",2
It is a great choice for those who want more than a regular point-and-shoot but doesn't need/cannot afford an SLR.,2
This was minor at best and it wasn't a tablet-breaking experience.,1
Many of of MKV and MP4 video files do not play using the Samsung USB interface.,0
"Looking at the rear screen, press DISP repeatedly until you get a screen that shows various shooting parameters.",1
"to get things to work to there full potential, like mms.",1
(try Amazon's Prime video and movie service to see what I mean - maybe if Amazon would create an app for ....),1
I've timed it and it can be a delay of up to 10 seconds.,1
I'm returning it and very annoyed to have been misled by their advertising.,0
I did so again.,1
This was replacing a 55 inch Sony Bravia LCD I purchased about 6 year ago...,1
Too many to list here.,1
"Initially, however, the first few minutes of fiddling around with the tablet, the battery was dying by the minute.",0
"Sony claims in-writing, on their website, that their manufacturing process allows for a certain number of burnt-out or ""stuck"" pixels, and it is normal for them.",1
Is it an Ipad?,1
The 120HZ feature though is not much helpful.,0
Movie mode worked good but was dissappointed that I could not easily put them on a DVD without buying a little white box that Amazon also sells.,0
"That being said, subject matter in low light must not be moving or there will be motion blur.",1
"Difficult at first to use if you're not familiar withthis type of QWERTY keypad.Calling: A tad annoying at first, but once you have learned the process(took me a couple of times) its EASY.",1
It works quite nicely.,2
"), it froze up and would not work.",0
No surprises or problems.,1
I am very pleased with this package and my wife and family photographer is tickled pink with this package.,2
"On AnTuTu Benchmark it had a 13588 score, good rating & ranked #11 on the bar chart behind the Google Nexus 4 & right before the Samsung Galaxy S2.",1
"For a cell-phone not ordinarily sold in the States, the LG KP500 Cookie is most practical, especially after inserting an eight-gigabyte microSD memory chip.",2
"It has plenty of storage for video, books and apps when I am out of Wi Fi range and when using wi-fi it is very quick on loading web pages, downloads of various media, and I can watch Hulu, Netflix, etc with impunity.",2
I've read the blogs for months.,1
I traded my I-phone for this one and I'm so glad I did.,2
Excellent.,2
When it arrived it was not working.,0
This TV is just plain beautiful...  No other words to describe it...,2
needs a little investment of time and efforts initially to get familiar with the functions which could be little tedious but if you travel internationally this is really good value for money !,1
As a con I have to mention that it doesn't have audio out (at least the one we have doesn't).,0
I should have just bought a new one.,0
I don't know a whole lot about this item specifically as it was purchased as a gift for my father.,1
It's a good tv for the price.,2
El mejor cel del mundo.,
It works fine but it does not support a lot of apps or other stuff that I need on a daily basis.,0
"It probably looks like I both love and hate this TV, NO I love this TV and we wouldn't trade it..",2
I haven't seen or heard anyone mention the touch screen feature on his camera.,1
That's what I've come to expect from Amazon.,1
The Weather Sealing is much better for the shooting I do.,2
Does it deserve 5 stars?,1
It is the best way to learn.,1
Using an indirect flash weakens the intensity more so.,1
Don't need an iphone to do what I need.,1
!,
The Kodak Sport C135 is truly rugged since I dropped it to no ill effect.,2
I highly recommend this camera.,2
This phone lagged so much it was virtually impossible to even navigate my self through the phone.,0
The price was really good and didn't involve a lot a un-necessary packaging.,2
After comparing features and battery life this model suited me best.,2
It allows faster image capture.,2
they told me the distance from the tv to the router had to be 25 feet or less.,1
"and ability to take some decent videos as well (mine doesn't make weird sound, just make sure you have some ambient sound.",1
"I can say, at the proper distance, there's no issue with motion flicker - if you are too close you see the trails and object jump.",1
"I just got this laptop today and I've found a USB port that won't accept a cable, the laptop won't shutdown properly, the Dell software fights the Windows software, and it won't update to Windows 8.1.",0
Glad I don't text much.,1
I am so glad that I went with this camera.,2
Wider zoom range 5X versus 3.8X.,1
